关键词,帖子内容,帖子链接,帖子点赞数,帖子转发数,帖子评论数,图片视频链接,发布时间,发布者的id,发布者的姓名,发布人的账号类型,发布人的粉丝数,发布者的关注数,作者简介,ip归属地,性别,全部微博数量,微博标签,图片视频类型,博主分类,公司,大学,加入微博时间,信用,爬取时间,发布终端
干旱,"连翘（Forsythiasuspensa）为木樨科、连翘属落叶灌木，香港俗称一串金。连翘早春先叶开花，花开香气淡艳，满枝金黄，艳丽可爱，是早春优良观花灌木。
连翘喜光，有一定的耐阴性；喜温暖、湿润气候，很耐寒；耐干旱瘠薄，怕涝；不择土壤，在中性、微酸或碱性土壤中均能正常生长。在干旱阳坡或有土的石缝，甚至在基岩或紫色沙页岩的风化母质上都能生长。
连翘萌发力强，树冠盖度增加较快，能有效防止雨滴击溅地面，减少侵蚀，具有良好的水土保持作用，是国家推荐的退耕还林优良生态树种和黄土高原防治水土流失的最佳经济作物。连翘树姿优美，生长旺盛，早春先叶开花，且花期长、花量多，盛开时满枝金黄，芬芳四溢，令人赏心悦目，是早春优良观花灌木，可以做成花篱、花丛、花坛等，在绿化美化城市方面应用广泛，是观光农业和现代园林难得的优良树种。
#设计美学##植物##庭院#",https://weibo.com/7297115193/JBWFSdH3P,0,0,0,"None['https://wx1.sinaimg.cn/orj960/007XPX0lly1gme5htjtxrj30hu0bt0ux', 'https://wx1.sinaimg.cn/orj960/007XPX0lly1gme5htwj5hj30k70dj41z', 'https://wx1.sinaimg.cn/orj960/007XPX0lly1gme5hu7ougj30jy0doq5o', 'https://wx1.sinaimg.cn/orj960/007XPX0lly1gme5hv3sn4j30j20e6gom', 'https://wx1.sinaimg.cn/orj960/007XPX0lly1gme5htaehbj30i00bzgnv', 'https://wx1.sinaimg.cn/orj960/007XPX0lly1gme5hw23luj30hz0diwfx']",2021-01-06 18:28:12,7297115193,梁家铭-大观园林,无认证,72842,212,中国园林艺术博大精深，是中国文化的瑰宝，大观园林致力于将园林艺术带入千家万户，走进生活，走向世界！,IP属地：北京,男,1548,"视频累计播放量1.3万,",图片,None,北京大观艺术园林工程有限公司,university,2019-08-31 13:36:26,信用较好,2024-05-22-13-54-40,iPhone X
干旱,"黄刺玫（RosaxanthinaLindl）为蔷薇科、蔷薇属落叶灌木。辽宁省阜新市市花。晋南俗称“马茹子”。直立灌木，高2～3米。枝粗壮，密集，披散；小枝无毛，有散生皮刺，无针刺。
黄刺玫喜光，稍耐阴，耐寒力强。对土壤要求不严，耐干旱和瘠薄，在盐碱土中也能生长，以疏松、肥沃土地为佳。不耐水涝。少病虫害。
黄刺玫可做保持水土及园林绿化树种，观赏效果佳。果实可食、制果酱。花可提取芳香油。花、果药用，能理气活血、调经健脾。
#设计美学##园林##植物#",https://weibo.com/7297115193/JBWFuhzh0,0,0,0,"None['https://wx1.sinaimg.cn/orj960/007XPX0lly1gme5gue1bjj30zk0qon5k', 'https://wx1.sinaimg.cn/orj960/007XPX0lly1gme5guowukj30zk0qodsd', 'https://wx1.sinaimg.cn/orj960/007XPX0lly1gme5gv48awj30zk0qo7bv', 'https://wx1.sinaimg.cn/orj960/007XPX0lly1gme5gvn6vgj30zk0qoamm']",2021-01-06 18:27:15,7297115193,梁家铭-大观园林,无认证,72842,212,中国园林艺术博大精深，是中国文化的瑰宝，大观园林致力于将园林艺术带入千家万户，走进生活，走向世界！,IP属地：北京,男,1548,"视频累计播放量1.3万,",图片,None,北京大观艺术园林工程有限公司,university,2019-08-31 13:36:26,信用较好,2024-05-22-13-54-41,iPhone X
干旱,一直以为干旱离自己挺远的…… ,https://weibo.com/5481351500/JBWECsvJX,0,0,0,None[],2021-01-06 18:25:07,5481351500,霸宋的掌心雷,无认证,45,215,假面骑士了解一下,IP属地：浙江,男,5734,"视频累计播放量5,",图片,None,None,university,2015-01-16 21:24:55,信用较好,2024-05-22-13-54-43,"<a target=""_blank"" href=""https://app.weibo.com/t/feed/3nx0bj"" rel=""nofollow"">iQOO 5 Pro 赛道传奇</a>"
干旱,没有情绪的干旱 //@苏景希1307:第二天堂[米奇比心][米奇比心][米奇比心]#林俊杰感爵这一刻# #第二天堂[音乐]#,https://weibo.com/6195075230/JBWECecsK,0,0,0,None[],2021-01-06 18:25:06,6195075230,苏苏1307,无认证,1393,370,,IP属地：江西,女,29410,None,图片,None,None,university,2017-03-30 22:50:07,信用较好,2024-05-22-13-54-44,"<a target=""_blank"" href=""https://app.weibo.com/t/feed/2w9zvk"" rel=""nofollow"">vivo Z5x性能实力派</a>"
干旱,大家的唇妆#干旱 (Feat.Bee)[音乐]# ,https://weibo.com/6086403746/JBWxK4Zhc,4,0,3,"None['https://wx1.sinaimg.cn/orj960/006DTVEmly1gme4x6p5qkj30qn0pkwky', 'https://wx1.sinaimg.cn/orj960/006DTVEmly1gme4x78329j30sl0q70yx', 'https://wx1.sinaimg.cn/orj960/006DTVEmly1gme4x66pjbj30p90p2wm5']",2021-01-06 18:08:10,6086403746,shimmeringclouds,无认证,8,213,一具爱过的尸体,,女,18119,"视频累计播放量158.1万,",图片,None,2021更多的人喜欢洪周灿吧,university,2016-12-23 18:51:52,信用较好,2024-05-22-13-54-45,
干旱,"#期货# #豆粕# #豆油# #菜油# #棕榈# 
前期阿根廷工人罢工问题解决，大豆等原料恢复装船发运短暂利空，在利空出尽后再次回到炒作南美干旱天气以及美豆出口需求向好，市场普遍看衰后市国际供应，持续推高美豆以及美豆油。
东南亚地区疫情趋严，劳工紧缺产量、出口纷纷下滑，最新消息显示，1月1-5日马来西亚棕榈油单产、产量环比均大幅减少超60%，国际供应偏紧预期进一步加大，马来棕榈持续走高。

豆粕2105合约：前期油厂豆粕胀库，油厂下调压榨缓解累库压力。同时，受北方地区疫情趋严，虽然终端需求转淡，但下游企业备货积极，国内库存有所下滑暂不明显。美豆持续新高进口成本支撑，叠加国内市场成交热度上升，后市仍存上升空间。

豆油2105合约：随着豆粕胀库，油厂开机率继续下行，国内豆油库存连续十二周回落，不少工厂一季度货已售完。国内油脂整体库存水平偏低，叠加美豆、美豆油持续新高，原料成本以及外盘走强提振，市场暂未降温。

棕榈2105合约：前期国内进口到港增量，同时天气转凉，棕榈油需求转弱，国内库存有所回升。不过海外主产区产能大幅下滑，出口有限，国际供应有萎缩预期，市场对整体供应有所担忧，持续推高马来棕榈，油脂市场整体表现强势，多因素下预计持续带动内盘棕榈维持强势。

菜油2105合约：受原料偏紧影响，油厂开工有限，菜油产能维持较低水平，国内菜油库存低位持续下滑，供应偏紧常态化叠加油脂整体库存水平偏低，外盘走强提振内盘，菜油整体仍受油脂走强支撑，短期预期仍处强势。",https://weibo.com/6329749418/JBWuzzIqg,0,0,2,"None['https://wx1.sinaimg.cn/orj960/006UmYYygy1gme4p1oo9kj30zd0ds0tl', 'https://wx1.sinaimg.cn/orj960/006UmYYygy1gme4p1oyqfj30zb0dnwfa', 'https://wx1.sinaimg.cn/orj960/006UmYYygy1gme4p1oolyj30z90do3z9', 'https://wx1.sinaimg.cn/orj960/006UmYYygy1gme4p1rb2cj30z70dpq3r', 'https://wx1.sinaimg.cn/orj960/006UmYYygy1gme4p1rnh6j30j60i7ab5']",2021-01-06 18:00:22,6329749418,期货老柯66,黄V,17057,902,个人qq;274038908 微信：qhlk66,IP属地：湖北,男,9234,"视频累计播放量1.7万,",图片,财经博主,None,university,2017-07-29 03:24:09,信用极好,2024-05-22-13-54-46,微博 weibo.com
干旱,点滴生命，让所有的山区干旱人民喝上纯净的水 ,https://weibo.com/6020981356/JBWrixmfe,0,0,0,None[],2021-01-06 17:52:18,6020981356,情绪化文大婶,无认证,211,4441,你是清风是烈酒让我哭的像只狗,,男,1172,None,图片,None,None,university,2016-09-08 15:52:45,信用较好,2024-05-22-13-54-47,iPhone客户端
干旱,回复@期货老康:永远喊多肯定有通胀或者天灾的时候，大部分人是没有记忆的。[允悲][允悲][允悲]报告写起来。//@期货老康:博士去年发了一年的干旱，种都种不下去，也没等到干旱炒作,https://weibo.com/5945439275/JBWpSgKGE,4,0,0,None[],2021-01-06 17:48:46,5945439275,厦门雄少,黄V,241145,969,期货主观套利，单边。农产品现货贸易，期现交割。,IP属地：福建,男,67493,"V指数 财经 78.34分,视频号社会热点榜第130名,昨日发博55，阅读数100万+，互动数2270,",图片,财经博主,None,厦门大学,2016-06-05 01:38:23,信用极好,2024-05-22-13-54-48,iPhone 11 Pro Max
干旱,【渭南2处国家湿地公园试点建设成功通过国家验收】12月28日，渭南富平石川河国家湿地公园、蒲城洛河国家湿地公园试点建设成功通过国家评估验收，渭南湿地再获两张“国字号”名片，至此渭南国家湿地公园正式挂牌增至6处，位居全省前列。近年来，渭南市林业局高度重视湿地保护和修复工作，坚持全面保护、科学修复原则，积极推进国家湿地公园试点建设，加大退化湿地修复力度，不断完善基础设施，2个公园成功通过国家验收也表明全市湿地保护工作迈上了新台阶。富平石川河国家湿地公园：总面积1740公顷，公园内共有维管束植物99种，野生脊椎动物216种，国家Ⅰ级、Ⅱ保护动物有黑鹳、大鸨、大天鹅、鸳鸯等11种。公园于2014年12月经国家林草局批准试点，经5年的努力建设，逐步形成了岸绿水清、花团锦簇、莺歌燕舞、禽鸟翔集的湿地美景和“荆山塬为屏，石川河为带”的生态格局，是城乡密集分布区国家湿地公园建设、黄土高原与关中平原过渡区保护稀缺湿地资源的成功范例。蒲城洛河国家湿地公园：总面积441.18公顷，其中湿地面积156.18公顷，公园内共有维管束植物335种，野生脊椎动物215种，国家Ⅰ级、Ⅱ级保护野生动物有黑鹳、大鸨等18种。公园自2017年12月经国家林草局批准试点建设以来，以保护洛河湿地资源、营造关中鸟类天堂为目标，大力开展水土保持和造林绿化，逐步形成了古朴秀丽、林木茂盛的自然景观。公园文化底蕴深厚，有龙首渠、洛惠渠、金代宝塔等遗迹，展现了黄河流域自西汉绵延至今的湿地历史文化，堪称我国西北半干旱地区湿地历史文化的博物馆。,https://weibo.com/3899510812/JBWdxurd0,0,0,0,None[],2021-01-06 17:18:24,3899510812,渭南林业,无认证,2060,155,完善生态体系，推动产业发展，繁荣生态文化,None,男,2216,"视频累计播放量1955,",图片,陕西省渭南市林业局官方微博,None,university,2013-11-12 17:02:13,信用较好,2024-05-22-13-54-49,360安全浏览器
干旱,第二，水圈与水循环(Hydrosphere and Water Cycle)：深度理解污染、干旱和过度使用这三个主要原因是如何通过影响大气圈、岩石圈和生物园，而造成目前地球上的水资源短缺问题。 ,https://weibo.com/6193518854/JBW9luFoR,0,0,0,"None['https://wx1.sinaimg.cn/orj960/006L9nboly1gme36bwqt1j30fc09fkbg', 'https://wx1.sinaimg.cn/orj960/006L9nboly1gme36c4az2j30f809d14i', 'https://wx1.sinaimg.cn/orj960/006L9nboly1gme36cfgadj30fr084tiy', 'https://wx1.sinaimg.cn/orj960/006L9nboly1gme36cqh3ij30cw08htek', 'https://wx1.sinaimg.cn/orj960/006L9nboly1gme36jemtgj30bh06k3zh', 'https://wx1.sinaimg.cn/orj960/006L9nboly1gme36df4uoj30tt0jlhdt']",2021-01-06 17:08:04,6193518854,DDC_Academy,无认证,1451,70,DDC Academy，是提供国际教育资源推荐、学术成长规划、资优生教育项目学习、境外高中和大学申请辅导的高端教育服务机构。,IP属地：北京,男,778,"视频累计播放量1.6万,",图片,DDC Talented Youth Program 官方微博,北京金策汇教育科技有限公司,university,2017-03-30 13:20:37,信用较好,2024-05-22-13-54-50,"<a target=""_blank"" href=""https://app.weibo.com/t/feed/4VeZcq"" rel=""nofollow"">小米8 SE</a>"
干旱,我真的好爱哭，我的眼睛水收集起来，可供干旱地区的一家四口过上能泡澡的生活。 ,https://weibo.com/6140120805/JBW8OCd6s,4,0,8,None[],2021-01-06 17:06:46,6140120805,佐伯野人,无认证,329,238,放下助人情节，尊重他人命运。你我都是普通人，你我都是神经病。,,男,794,"视频累计播放量1万,",图片,None,None,university,2017-02-11 17:36:17,信用较好,2024-05-22-13-54-51,
干旱,"#我奶奶的搞笑日常#
我住在一个水源充足的地区，最近因为家里停水，时常让我觉得自己身处干旱地区。
我喝杯水，我奶奶说，少倒点，家里停水，少喝点
我吃面剩了点汤，我奶奶说，真浪费啊，还有好多汤
等等等...
我时常因为自己不够节约用水而被奶奶说个不停[哈哈][哈哈] ",https://weibo.com/6909960912/JBW3qqclh,0,0,2,None[],2021-01-06 16:53:28,6909960912,皖宁wn,无认证,17,49,祝你早安，午安，晚安,,男,481,None,图片,None,zanwu,university,2018-12-31 14:36:21,信用较好,2024-05-22-13-54-52,"<a target=""_blank"" href=""https://app.weibo.com/t/feed/35aGHB"" rel=""nofollow"">vivo X21屏幕指纹手机</a>"
干旱,"关于高中地理气候特点及成因的87个问答题（一）

1.为什么亚洲季风气候最显著？

原因：主要受海陆分布的影响。地处世界最大的大陆亚欧大陆和最大的大洋太平洋之间，海陆热力性质差异特别显著所致。

表现：东亚：夏季吹东南季风，冬季吹西北季风，雨热同期；南亚：夏季西南季风，冬季吹东北季风，有明显的干湿季。

2.为什么亚洲有热带、温带季风气候，其他洲没有？

仅亚洲有热带季风气候的原因：南亚地区冬季受海陆热力性质差异的影响，吹东北季风，夏季时由于气压带和风带的季节移动，东南信风过赤道后偏转为西南季风，风从印度洋吹往南亚地区，带来降水。而其他大洲的该纬度地区，均处于信风带的上风向地区，海陆面积较小，故不能形成热带季风。

仅亚洲有温带季风气候的原因：亚洲处于最大的大洲和最大的大洋之间，海陆热力性质差异明显，夏季风影响的范围能延伸到较高纬度，而其它大洲由于海陆热力性质差异较小，夏季风影响的范围较小。故只有亚洲有温带季风气候。

3.世界各地的季风气候风向如何变化？

北半球的亚热带和温带季风气候：夏季吹东南季风，冬季吹西北季风；热带季风气候夏季吹西南季风，冬季吹东北季风。南半球的季风气候：夏季吹偏北风，冬季吹偏南风。

4.塔尔沙漠的成因？

塔尔沙漠的形成与夏季风有关：

(1)塔尔沙漠在夏季形成热低压，但高空上受副高控制，下沉气流盛行，形成高低压叠置，使得低压气流不能进一步上升，而成云致雨。

(2)西南气流自阿拉伯和非洲吹来，较干燥。

5.撒哈拉沙漠横贯非洲东西，一直延伸到海边的原因？

常年受到副高和信风带的影响，以及热带大陆气团的影响。西侧受加那利寒流的影响，减温减湿，东侧为红海，但因水体较小，因此气候较干燥，降水稀少。

6.撒哈拉沙漠的成因？

(1)大西洋沿岸受加那利寒流的影响，由北往南影响沿岸，大气稳定。

(2)地中海受相对气压影响，冬季为相对低压，气压在此辐合，热带大陆性气团影响地中海，夏季地中海为相对高压，下沉气流强盛，使地中海沿岸气流下沉，加深撒哈拉沙漠气候的干燥。

(3)红海为狭窄水体，东北为阿拉伯沙漠区，东北信风吹来干燥气流，处于副热带海区，高温高盐，大气稳定。

(4)南部的副高可达18oN。

7.纳米布沙漠的成因？

常年受副热带高压和东南信风的影响，空气干燥；沿岸有本格拉寒流的影响，减温减湿。

8.阿塔卡马沙漠的成因和向北延伸到赤道的原因？

因寒流经过沿岸，使近地面成为冷源，因此在近海面出现了大气逆温现象，导致大气不能够不断地上升，形成热带沿海多雾性荒漠区。

9.塔克拉玛干沙漠的成因？

本区域身居内陆，既受不到大陆东岸季风环流中夏季风的影响，又无法受到大陆西岸三圈环流中西风的影响，故降水稀少，形成了温带内陆荒漠区。

10.纳米布沙漠没有延伸到东海岸的原因？

(1)受南非高原地形的阻挡，干热气流不可以影响到东海岸。

(2)东岸地区沿岸有暖流经过，带来充沛的水汽。

11.红海两岸成为热带沙漠气候的原因？

两岸处于北回归线附近，常年受到副热带高压带和东北信风带的控制，蒸发旺盛，炎热干旱。且红海的水面狭窄，不能给两岸地区带来降水。

12.加利福尼亚沙漠的成因？

受副高的影响以及加利福尼亚寒流的影响。

13.澳大利亚中西部成为沙漠气候的原因？

受副高、信风带以及西澳大利亚寒流的影响。

14.刚果盆地雨林气候的成因和没有延伸到东海岸的原因？

处于南北纬10o之间，常年受到赤道低气压带的影响，盛行上升气流，全年高温多雨。

(1)东部为东非高原，地势较高，来自几内亚湾的气流，印度洋的东南信风在沿海有降水，但难以进入东非高原。

(2)西南气流本较浅薄，进入东非高原就更薄，故降水少，东非高原为热带草原气候。

(3)气压带风带的移动，北夏南冬时处于18oN，北冬南夏时向南移，经过东非高原的时间短，降水量少。

15.亚马逊平原形成世界最大热带雨林气候区的成因？

亚马孙平原面积广大，地势低平，又位于南美洲北部的赤道附近，常年受赤道低压和信风的控制，空气对流旺盛。它的北、西、南三面为高原、山地，东面向大西洋敞开，沿海又有暖流经过，从东北、东南方向海上来的湿热气流汇集内陆，并受西部山地抬升作用，终年降水丰沛。因此，亚马孙平原成为世界最大的热带雨林气候区。

16.马达加斯加东西两岸气候差异的成因？

马达加斯加岛东岸处于东南信风带的迎风坡，且有马达加斯加暖流经过，故降雨较多。而西岸则处于背风坡的位置，且吹的风主离岸风，故降水较少。

17.澳大利亚东北部雨林气候的成因？

夏季时，受到赤道低压带的控制，盛行上升气流，降水多；冬季时，东北部受到东南信风的影响，风从海洋吹来，水汽较充足，且沿岸有东澳大利亚暖流经过，加大了其水汽的含量，故澳大利亚东部部为热带雨林气候。

18.巴西高原东南部雨林气候的成因？

常年受巴西暖流的影响，增温增湿；东南信风的迎风坡，地形雨丰富；纬度低，气温高。

19.与同纬度的印度半岛相比，为什么阿拉伯半岛多沙漠，而印度半岛是热带季风气候？

阿拉伯半岛三面被陆地所包围，常年受到东北信风带和副热带高压带的控制，盛行热带大陆气团，风从陆地吹到阿拉伯半岛，水汽含量少。

印度半岛三面为海洋，夏季时，气压带风带北移，东南信风过赤道后偏转为西南风，风从北印度洋吹向印度半岛，带来充沛的降水，形成雨季；冬季时，气压带风带南移，使印度半岛受东北信风带的影响盛行东北季风，且此时亚洲大陆形成冷高压，气流向四周辐散，影响印度半岛，使其降水少，形成干季。

20.东部非洲赤道地区不是热带雨林气候而是热带草原气候的原因？

非洲东部为东非高原，地势较高，沿岸的暖湿水汽难以进入东非高原，使其形成热带草原气候。

21.非洲几内亚湾北部成为热带雨林气候的原因？

受到几内亚暖流的影响，增温增湿。

22.地中海气候在地中海沿岸分布最广，而在其他洲分布面积狭小的原因？

地中海沿岸地区刚好处在开口向西的地中海沿岸，冬季受西风带影响的时候，水汽能进入地中海并影响沿岸地区。而其它地区则受地形的影响，面积较狭小的。",https://weibo.com/5595802115/JBVYy915l,0,0,0,None[],2021-01-06 16:41:27,5595802115,非常地理,无认证,90,263,分享地理学习资料 分享地理学习方法 推荐地理名师 高考路上 我们一起前行,IP属地：上海,男,1979,None,图片,None,非常地理,华东师范大学,2015-09-09 12:46:38,信用较好,2024-05-22-13-54-53,微博 weibo.com
干旱,"在干旱🌵、新冠疫情大流行🦠和不安全因素激增⛑️的综合影响下，马达加斯加南部人口原本脆弱的粮食安全和营养状况进一步恶化。
🚨那里的150万人需要紧急粮食援助。 ",https://weibo.com/1807524393/JBVYdcrkB,13,2,2,None['https://wx1.sinaimg.cn/orj960/6bbca229ly1gme2dd1mvrj20xc0irn14'],2021-01-06 16:40:38,1807524393,联合国世界粮食计划署,蓝V,446970,96,联合国世界粮食计划署（WFP）是世界上最大的人道主义援助机构，致力于在紧急情况下拯救生命，通过提供粮食援助，为那些正从冲突、和气候变化冲击中恢复的脆弱群体建设一条通往和平、稳定和繁荣的道路。,IP属地：北京,女,7875,"热门公益博主 数据飙升,昨日发博1，阅读数1000+，互动数14,视频累计播放量657.6万,",图片,联合国世界粮食计划署官方微博,World Food Programme,university,2010-09-02 10:00:01,信用较好,2024-05-22-13-54-54,微博 weibo.com
干旱,温州现在不祈求下雪了…多下点雨吧求求了…中度到重度干旱了…[泪] ,https://weibo.com/1689683064/JBVU179A8,3,0,0,None[],2021-01-06 16:30:17,1689683064,纠结我是小纠子,无认证,487,773,多。,IP属地：浙江,女,42809,"视频累计播放量1.3万,",图片,None,None,university,2010-02-04 19:53:25,信用较好,2024-05-22-13-54-55,iPhone客户端
干旱,"西北的生态问题，是我国最大的生态问题。西北干旱缺水的生态环境，导致我国地区发展严重不平衡，严重制约了我国的可持续发展能力。只有彻底解决西北国土的水资源问题，才能有力保障我国的发展空间。
       六位院士、十二位教授以及多位年轻博士进行攻关，研究西部调水的问题。
经过两年多的努力，探索出了一条现实可行、科学合理的西部调水线路——“红旗河”。这是一条沿青藏高原边缘全程自流进入新疆的调水环线，将一举改变中国的生态格局。 ",https://weibo.com/3707249365/JBVHwF9OJ,2,0,0,None[],2021-01-06 15:59:32,3707249365,广东省杨永社名教师工作室,无认证,12641,9146,一个善意，成就一段精彩人生。,IP属地：广东,男,1638,"视频累计播放量5505,",图片,None,东莞市第十三高级中学,西北师范大学,2013-08-08 12:01:42,信用较好,2024-05-22-13-54-56,"<a target=""_blank"" href=""https://app.weibo.com/t/feed/1EuKP9"" rel=""nofollow"">HUAWEI Mate 30 5G</a>"
干旱,"【新疆生地所揭示荒漠优势植物对干旱区主要生境因子变化的响应策略】

地下水和其中的养分维持荒漠深根植物的生存。在种子萌发后立即进行根系的快速伸长，是荒漠深根植物获得深层水源和养分以避免水养胁迫的关键。然而，在荒漠深根植物根系到达地下水之前，学界关于幼苗对表层土壤中水分和养分的响应策略如何的研究较少。荒漠生态系统的氮（N）富集具有施肥效应，而干旱会限制土壤养分的移动，学界较少关注两者的交互作用对荒漠深根植物的影响。

针对上述问题，中国科学院新疆生态与地理研究所荒漠与绿洲生态国家重点实验室研究员曾凡江团队以塔克拉玛干沙漠南缘的优势固沙植物——骆驼刺和沙拐枣幼苗为研究对象，研究了两种植物在模拟N沉降和水分胁迫条件下的生存策略。

研究发现，N素和水分独立或交互地影响两种植物幼苗的光合作用、耐旱性、形态特征以及器官间生物量和养分的分配模式。增加的N输入通过提高根系的生物量，增强了骆驼刺对N和P的吸收能力，从而适应了干旱；对于沙拐枣而言，适量的N添加通过提高水分利用效率、超氧化物歧化酶、亚硝酸盐还原酶活性，增强了沙拐枣的抗性，可溶性蛋白在其中发挥了重要作用。

总体而言，适量的N添加可以缓解两种植物的干旱胁迫。荒漠深根植物幼苗对N富集和干旱的响应涉及地上和地下功能性状的相互依赖，更多的生物量和养分被分配给细根以吸收匮乏的资源。

该研究有助于进一步认识和理解荒漠深根植物幼苗的水分利用途径及养分响应策略，为全球变化背景下干旱区植被退化机制和修复技术研究及荒漠生态系统的优化管理提供了重要依据。

相关研究成果以Nitrogen application mitigates drought-induced metabolic changes in Alhagi sparsifolia seedlings by regulating nutrient and biomass allocation patterns和Involvement of soluble proteins in growth and metabolic adjustments of drought-stressed Calligonum mongolicum seedlings under nitrogen addition为题，分别发表在Plant Physiology and Biochemistry和Plant Biology上。

论文链接1：http://t.cn/A6qB97Dm
论文链接2：http://t.cn/A6qB97Dn

（来源：中国科学院新疆生态与地理研究所）",https://weibo.com/1730177302/JBVDU4NSJ,9,1,1,None['https://wx1.sinaimg.cn/orj960/67206916ly1gmdz7qiy75j20i00el77g'],2021-01-06 15:50:36,1730177302,中国科普博览,无认证,4093748,743,科学看热搜！,None,男,17817,"热门科学科普博主 数据飙升,昨日发博4，阅读数10万+，互动数448,视频累计播放量1.05亿,",图片,中国科学院科普云平台,中科院网络中心,university,2010-04-15 09:43:22,信用较好,2024-05-22-13-54-58,微博 weibo.com
干旱,天气干旱，食物匮乏，狮群被逼无奈跟随水牛迁徙 http://t.cn/A6qBKgFy ,https://weibo.com/6586736436/JBVCHkbab,5,0,1,"http://f.video.weibocdn.com/os45iEeElx07Jm2h44yA01041203KtkO0E020.mp4?label=mp4_720p&template=1268x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1CwnkDw1GXwCQx&Expires=1716360899&ssig=OuWhkLlgiZ&KID=unistore,video[]",2021-01-06 15:47:37,6586736436,萌宠舍长,黄V,665186,274,,IP属地：福建,女,142410,"热门萌宠博主 数据飙升,昨日发博23，阅读数10万+，互动数277,视频累计播放量7.71亿,",视频,萌宠博主,None,university,2018-06-28 16:57:51,信用极好,2024-05-22-13-54-59,"<a target=""_blank"" href=""https://t.sina.com.cn"" rel=""nofollow"">微博视频号</a>"
干旱,天气干旱，食物匮乏，狮群被逼无奈跟随水牛迁徙 http://t.cn/A6qBKgDi ,https://weibo.com/7362070156/JBVCH4NCc,1,0,0,"http://f.video.weibocdn.com/od0Sx9ktlx07JlynJ4di01041203KtkO0E020.mp4?label=mp4_720p&template=1268x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1CwnkDw1GXwCQx&Expires=1716360900&ssig=P7u6oa%2Fyv8&KID=unistore,video[]",2021-01-06 15:47:37,7362070156,无云表情包,无认证,105392,83,我是无云，全网最新最有趣的表情包博主 需要原图请@我,IP属地：福建,女,90975,"视频累计播放量5980.6万,",视频,None,None,university,2019-12-26 19:30:50,信用较好,2024-05-22-13-55-00,"<a target=""_blank"" href=""https://t.sina.com.cn"" rel=""nofollow"">微博视频号</a>"
干旱,天气干旱，食物匮乏，狮群被逼无奈跟随水牛迁徙 http://t.cn/A6qBKgeO ,https://weibo.com/7362321772/JBVCH0p8k,1,0,0,"http://f.video.weibocdn.com/J0xGUvYzlx07JlBT3jSU01041203KtkO0E020.mp4?label=mp4_720p&template=1268x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1CwnkDw1GXwCQx&Expires=1716360901&ssig=OuSt8Gk1A4&KID=unistore,video[]",2021-01-06 15:47:37,7362321772,无云说,黄V,523993,149,没啥本身就会吹牛,IP属地：福建,女,105552,"昨日发博40，阅读数10万+，互动数1024,视频累计播放量4.72亿,",视频,搞笑幽默博主,None,university,2019-12-26 19:31:07,信用较好,2024-05-22-13-55-01,"<a target=""_blank"" href=""https://t.sina.com.cn"" rel=""nofollow"">微博视频号</a>"
干旱,天气干旱，食物匮乏，狮群被逼无奈跟随水牛迁徙 http://t.cn/A6qBKggC ,https://weibo.com/7086074432/JBVCH0nIW,0,0,0,"http://f.video.weibocdn.com/gjVOAdxplx07JmiYR9fy01041203KtkO0E020.mp4?label=mp4_720p&template=1268x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1CwnkDw1GXwCQx&Expires=1716360902&ssig=GfOaXxZqD%2B&KID=unistore,video[]",2021-01-06 15:47:36,7086074432,土味女友,无认证,104924,64,,IP属地：福建,女,108972,"视频累计播放量1.73亿,",视频,None,None,university,2019-04-19 10:27:58,信用较好,2024-05-22-13-55-02,"<a target=""_blank"" href=""https://t.sina.com.cn"" rel=""nofollow"">微博视频号</a>"
干旱,这部拍的特别有电影感，而且配乐十分出彩。E01的幕后花絮特逗，为了拍到火烈鸟🦩，摄制组专门从伦敦运了一部气垫船，结果因为特纳湖的特殊地质，干旱以后地面结满了盐晶，划坏了五十多个气垫，最后还得找当地的女性帮忙缝补[允悲]最搞笑的是摄影师为了遮掩还剪了几个🦩纸片每天呆在帐篷里暗中观察,https://weibo.com/5046042328/JBVzu9ui8,0,0,0,"http://f.video.weibocdn.com/6w804XiDlx07JmfsIpwQ01041201cEcZ0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1CwnkDw1GXwCQx&Expires=1716360903&ssig=4IUukllQB0&KID=unistore,video[]",2021-01-06 15:39:43,5046042328,HoomanMe视频,无认证,3131,120,翻译/推送海外视频，和大家分享动物/电影/以及海外趣闻，偶尔自己剪辑视频图大家一乐,IP属地：江苏,女,4091,"视频累计播放量246.4万,",视频,None,None,university,2014-02-22 15:52:04,信用较好,2024-05-22-13-55-03,iPhone
